"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
-61,-84,-269,-76,-46,-118,-199,-97,-37,-283,-106,-65,6,-199,-202,-65,-157,-237
12,-43,-277,-122,-111,-69,-133,-112,2,-244,-114,-73,-6,-184,-170,-66,-180,-210
69,26,-277,-172,-128,-35,-45,-133,-12,-157,-123,-62,-28,-147,-133,-34,-165,-158
65,32,-239,-169,-100,-56,-50,-100,-21,-167,-85,-36,-19,-149,-113,-24,-117,-156
52,-16,-207,-157,-118,-59,-97,-51,17,-242,-56,-47,-3,-178,-136,-8,-159,-169
49,0,-225,-171,-128,-21,-118,-52,17,-217,-73,-73,8,-174,-158,3,-228,-149
55,50,-251,-184,-81,-32,-114,-83,-2,-164,-90,-72,26,-168,-141,-29,-195,-162
53,32,-255,-173,-63,-74,-103,-98,35,-206,-103,-69,17,-176,-148,-32,-151,-205
25,11,-256,-167,-93,-43,-115,-83,71,-244,-120,-92,-12,-168,-159,4,-174,-187
19,40,-242,-192,-92,-4,-102,-71,61,-209,-106,-120,-2,-151,-113,-4,-161,-151
61,37,-216,-204,-45,-43,-38,-98,65,-180,-83,-123,32,-115,-103,-38,-100,-169
84,-10,-215,-168,-17,-65,-37,-125,85,-175,-107,-112,31,-71,-158,-46,-98,-186
78,-18,-238,-165,-52,-15,-85,-128,93,-168,-142,-126,6,-79,-153,-55,-146,-160
108,23,-255,-210,-97,24,-60,-129,133,-166,-151,-148,13,-106,-110,-57,-154,-145
159,56,-249,-215,-79,43,-42,-95,214,-166,-168,-128,53,-74,-121,-32,-124,-154
154,63,-223,-186,-59,68,-86,-29,260,-160,-179,-113,74,-45,-134,-3,-109,-151
106,45,-200,-181,-87,68,-80,-28,237,-160,-158,-149,51,-57,-118,-3,-117,-145
94,4,-185,-182,-75,45,-56,-75,203,-152,-161,-158,36,-52,-112,-33,-110,-164
126,-18,-156,-184,-5,38,-87,-79,207,-123,-194,-123,74,-50,-106,-51,-76,-182
139,3,-126,-195,17,37,-86,-70,226,-91,-185,-129,95,-70,-94,-32,-76,-162
114,17,-136,-181,-20,41,-58,-79,221,-96,-150,-159,55,-52,-104,-14,-129,-131
110,-4,-160,-170,-31,71,-92,-77,198,-127,-148,-147,46,-41,-110,-23,-143,-127
136,3,-156,-186,1,99,-94,-86,186,-128,-138,-123,94,-66,-84,-24,-84,-124
120,46,-137,-156,28,85,-6,-105,172,-105,-85,-108,96,-25,-66,-3,-42,-96
75,33,-98,-107,26,76,16,-91,148,-100,-53,-90,48,51,-72,0,-60,-61
85,-11,-39,-136,8,124,-56,-72,137,-68,-67,-104,43,35,-41,-32,-75,-53
102,13,-27,-164,-21,187,-56,-83,121,-1,-71,-125,70,-11,18,-51,-42,-84
61,46,-61,-115,-54,206,20,-97,80,7,-64,-93,76,10,23,-36,2,-112
39,9,-71,-76,-58,186,18,-101,85,-45,-80,-59,69,26,-20,-32,-13,-96
55,-1,-66,-74,-34,143,-14,-95,142,-61,-97,-68,73,-2,-35,-35,-60,-81
34,32,-59,-62,-18,105,28,-75,151,-39,-94,-73,82,-1,-38,-3,-45,-96
12,19,-33,-69,-20,106,54,-61,121,-27,-92,-73,82,20,-50,26,-1,-86
22,12,-37,-80,-34,119,22,-63,120,-22,-100,-80,66,-5,-14,-3,-19,-69
-3,53,-72,-46,-58,106,18,-62,106,-30,-82,-62,49,-40,30,-36,-40,-103
-33,46,-56,-19,-52,113,20,-56,92,-64,-39,-53,72,-31,-1,-13,-5,-126
-2,12,-19,-28,2,156,-14,-53,140,-78,-31,-68,134,-21,-32,9,16,-107
21,31,-31,-19,33,167,-9,-59,168,-53,-53,-58,158,-12,0,-13,7,-117
10,35,-38,3,-5,147,50,-78,130,-30,-37,-53,114,39,-6,-33,18,-128
28,6,-15,6,-37,167,74,-99,142,-36,0,-78,106,83,-57,-28,36,-89
55,34,0,-15,-8,195,57,-97,208,-44,-14,-75,171,56,-42,-37,45,-92
42,75,8,-58,4,169,64,-88,215,-37,-57,-53,191,10,0,-52,48,-148
34,53,13,-73,-39,162,65,-86,186,-32,-66,-59,139,6,-10,-32,27,-141
72,21,4,-44,-57,246,21,-85,202,-35,-33,-78,105,53,-27,-6,4,-86
112,23,23,-46,-22,310,12,-92,218,-15,-6,-83,113,116,-7,-14,33,-71
110,27,52,-77,-8,270,47,-87,193,12,-25,-67,127,119,19,-44,71,-77
91,38,18,-62,-22,222,17,-46,183,1,-51,-47,137,71,16,-53,63,-91
95,79,-38,-29,-27,240,-15,-26,214,-15,-21,-70,137,67,5,-38,52,-107
118,118,-29,-35,-21,272,49,-45,243,17,5,-95,139,123,21,-29,70,-87
118,119,2,-58,-13,262,89,-42,238,49,-38,-67,148,154,25,-32,72,-65
86,104,-5,-62,-20,230,58,-46,217,24,-75,-42,138,118,0,-34,37,-78
70,100,-1,-51,-44,253,63,-92,217,-16,-54,-28,125,81,13,-40,12,-71
75,95,46,-47,-45,324,78,-110,226,-25,-42,10,131,116,42,-43,27,-22
64,78,69,-52,-32,339,69,-103,212,-40,-17,5,122,167,23,-40,34,18
60,50,43,-41,-47,292,79,-104,194,-77,42,-45,102,146,5,-34,5,11
81,36,25,-28,-60,255,67,-62,179,-70,39,-34,107,101,7,-16,7,-29
79,73,21,-46,-7,209,29,-18,157,-12,-6,-10,130,97,-1,-13,57,-47
53,112,22,-61,66,154,26,-45,163,1,17,-53,154,88,2,-43,68,-26
33,77,54,-45,49,171,27,-61,168,-21,41,-69,162,54,7,-36,28,-27
10,49,70,-32,-47,225,24,-44,121,-9,14,-27,135,43,-12,-8,14,-51
4,97,47,-28,-70,210,50,-64,105,15,19,-19,124,50,-8,-40,49,-66
19,101,64,-21,16,158,30,-75,141,25,39,-43,153,42,5,-71,92,-89
-4,26,105,-8,75,151,-51,-56,117,40,5,-44,148,34,-23,-40,94,-104
-52,0,76,21,49,147,-76,-73,76,45,-44,-30,96,40,-50,-38,41,-71
-43,27,51,38,6,111,-15,-75,102,56,-62,-22,81,58,-39,-71,7,-33
12,47,98,8,-22,122,49,-25,132,99,-34,-30,117,91,-9,-75,52,-27
42,97,107,-20,-38,169,87,-12,141,110,21,-46,144,116,17,-72,107,-32
19,154,58,-23,-36,160,100,-45,143,77,33,-44,132,109,9,-72,105,-29
-5,151,68,-28,-25,151,82,-63,128,84,-2,-23,108,105,1,-70,88,-7
17,124,118,-34,-13,201,62,-70,131,116,-14,-7,92,139,31,-83,91,33
44,105,130,-33,5,198,68,-47,126,120,0,0,81,167,33,-56,81,57
24,84,113,-29,20,129,66,13,81,101,2,6,73,149,-2,9,52,48
7,92,88,-5,18,114,34,38,73,73,13,22,79,116,14,-5,52,32
24,106,66,14,-4,136,6,19,76,62,45,27,83,101,41,-67,79,36
27,77,63,7,-14,123,-11,29,17,86,58,13,89,78,1,-40,86,48
0,69,69,14,11,93,-40,64,-14,108,39,21,100,52,-42,16,82,35
-24,107,95,24,14,69,-32,71,-1,131,26,46,77,79,-33,-1,93,16
-32,108,150,2,-13,45,37,35,-7,153,40,41,36,119,0,-50,87,46
-18,67,180,-2,12,25,68,2,17,131,63,14,47,105,11,-55,64,102
-7,35,158,32,69,2,8,31,55,101,63,-1,64,92,-23,-20,74,102
-25,33,124,53,53,-24,-23,76,28,123,35,-1,30,103,-45,-6,98,49
-38,71,108,43,4,-36,20,60,13,140,18,12,9,70,4,-35,97,20
-18,101,116,19,-5,-30,38,43,45,132,23,17,16,30,44,-45,84,24
-16,64,143,-3,-27,-49,36,70,47,124,9,5,0,42,3,-15,78,21
-37,23,160,-3,-53,-74,88,70,36,110,-3,0,-2,79,-32,-13,103,26
-2,23,156,8,-13,-3,115,15,48,120,31,-14,39,122,0,-47,162,57
66,27,150,17,39,114,78,-25,62,168,70,-39,66,150,47,-57,209,66
58,40,164,24,35,110,82,-16,66,172,65,-18,56,140,55,-41,221,41
0,67,179,21,21,15,122,17,44,141,53,30,22,142,42,-29,210,50
13,76,159,14,25,-31,114,46,25,146,66,26,-10,149,48,-32,169,93
76,66,139,19,11,-14,88,64,55,169,80,-4,-4,122,81,-49,142,102
66,53,151,34,-8,23,67,65,74,170,67,-4,-2,119,93,-61,160,88
6,47,143,36,8,50,25,58,46,155,39,-6,-37,154,66,-39,174,79
15,64,104,12,40,49,-10,70,57,141,30,-32,-34,162,29,-7,173,57
73,84,94,-1,60,76,-8,57,104,161,35,-50,20,163,22,-21,193,57
66,89,109,15,83,131,5,-11,106,183,34,-44,46,181,47,-66,208,104
18,104,125,15,91,142,11,-25,92,168,33,-29,39,183,54,-57,203,119
30,126,148,0,53,143,18,33,125,173,29,-21,30,197,32,-12,207,93
83,121,169,12,43,163,36,23,168,218,34,-33,14,241,42,-32,221,98
98,92,197,12,86,164,49,-32,160,222,66,-48,6,244,86,-70,226,105
62,67,214,-9,79,155,36,-4,104,185,78,-34,5,189,103,-31,221,79
33,48,185,6,34,142,19,47,77,150,53,-9,-13,161,88,8,203,66
62,16,159,32,54,124,26,24,112,114,50,-5,-14,187,64,-8,174,67
96,-12,171,26,82,149,64,-44,114,95,71,1,11,206,51,-17,149,63
57,10,172,18,64,169,128,-110,48,106,82,22,4,189,69,-11,147,70
16,55,171,17,55,124,167,-127,26,113,102,19,-20,173,91,-24,157,86
43,64,178,22,44,116,114,-56,55,144,98,9,2,167,82,-33,158,102
55,70,147,40,19,161,18,51,44,204,36,28,43,169,69,-30,160,116
47,59,129,36,30,157,-22,109,39,201,-2,35,36,191,58,-12,178,99
84,-14,162,21,30,138,-25,110,95,130,24,2,12,200,35,5,183,51
98,-60,142,39,9,149,-50,90,123,88,42,-34,36,157,26,-22,164,20
63,-27,69,54,49,139,-64,63,100,95,11,-47,80,134,34,-61,165,24
73,-11,68,39,87,124,-13,27,92,114,-11,-26,72,179,29,-55,188,43
103,-25,125,33,50,139,54,-16,112,107,14,2,49,208,25,-56,182,62
93,-19,153,19,55,136,65,-43,155,81,22,-13,90,176,35,-88,148,57
79,-11,153,-15,124,109,28,-18,193,103,-33,-56,147,150,35,-89,145,9
70,-2,149,-7,132,94,14,20,173,151,-58,-54,155,146,31,-71,171,-33
66,-11,144,40,88,86,31,22,142,130,-12,-21,135,122,38,-67,166,-6
100,-51,149,51,70,85,19,32,169,106,-4,-20,118,98,34,-43,152,30
128,-34,135,31,89,91,-3,64,203,137,-40,-39,119,111,26,-16,185,7
117,9,89,26,142,72,40,19,203,113,-38,-35,130,133,37,-27,211,-10
124,-30,74,15,170,43,111,-72,187,65,-39,-29,118,124,36,-25,163,10
137,-39,105,-24,125,54,126,-50,161,123,-59,-46,102,103,23,25,110,15
131,35,118,-64,91,91,88,46,162,155,-37,-60,129,102,33,52,110,18
138,1,118,-58,120,115,15,72,217,59,-19,-56,152,113,42,15,124,30
133,-99,133,-8,154,126,-69,51,250,19,-44,-65,141,127,20,-26,133,16
111,-55,131,20,187,108,-83,68,232,97,-48,-73,153,148,5,-26,172,0
158,44,109,-9,220,66,-19,118,239,149,-40,-46,186,182,26,-10,245,3
245,57,103,-51,218,68,23,167,273,169,-62,-25,184,229,68,-4,282,18
250,58,106,-62,197,124,18,187,264,194,-55,-49,176,252,94,2,233,68
200,82,105,-62,179,172,20,168,234,178,-19,-68,200,228,95,18,174,110
220,96,92,-65,173,209,84,109,262,156,-34,-40,223,230,96,26,170,102
301,129,79,-61,213,248,213,18,330,185,-67,0,234,310,110,39,193,133
345,134,119,-61,240,266,314,-18,344,231,-43,5,240,374,134,53,226,212
343,89,168,-69,186,272,311,31,298,260,-12,-14,227,368,168,36,241,229
350,107,127,-52,156,272,269,84,290,259,-1,-15,214,354,197,17,201,208
353,168,90,-10,203,239,265,126,330,227,35,7,220,352,209,53,195,210
313,160,140,12,201,215,254,176,329,207,77,13,204,331,214,96,258,192
268,138,162,29,139,246,209,173,295,200,82,20,161,311,210,85,270,167
249,161,144,77,109,288,197,146,298,196,74,62,155,317,209,59,240,182
238,156,194,115,111,299,232,167,306,225,80,91,196,336,221,57,256,201
228,104,255,107,121,295,239,191,283,255,96,61,231,341,218,57,258,208
232,55,248,108,136,283,209,199,274,232,101,35,239,316,222,51,231,208
242,55,221,141,151,263,220,226,304,206,94,56,249,309,238,63,258,182
251,102,211,155,187,266,239,248,329,228,86,76,270,353,219,98,293,162
260,112,227,128,212,302,202,251,329,260,68,71,263,387,208,110,276,192
275,70,267,89,169,342,209,222,328,260,63,49,215,385,252,89,275,222
298,79,284,47,138,353,298,159,338,252,102,15,197,388,269,94,317,221
326,131,295,20,188,339,333,157,342,290,128,11,240,380,271,127,338,226
355,153,323,39,218,343,303,236,344,350,119,57,261,374,333,133,326,249
368,192,312,79,189,371,292,294,344,375,148,84,230,427,365,124,320,278
361,264,278,81,188,361,272,342,334,396,174,80,217,478,332,135,328,320
361,287,280,52,212,283,254,414,337,444,113,86,236,436,326,166,349,329
378,234,288,42,194,191,280,442,359,450,59,75,234,347,326,199,364,277
384,145,287,49,164,127,275,424,349,387,89,40,215,267,303,203,323,241
371,96,288,56,175,83,257,397,325,331,117,37,210,214,320,169,249,267
354,149,251,81,193,79,332,334,316,351,106,62,211,224,348,156,271,280
328,232,196,129,178,105,421,282,279,404,129,73,205,261,339,180,377,265
299,223,204,169,171,106,427,288,224,403,189,80,200,265,342,185,406,279
289,162,244,178,193,81,436,296,206,373,201,93,193,277,370,165,334,285
289,160,248,171,201,65,475,311,203,403,150,113,192,311,381,169,299,243
287,195,253,178,194,63,474,359,212,415,145,140,200,317,383,191,349,227
290,189,284,191,188,84,454,368,247,345,210,152,196,312,397,189,396,256
288,164,306,173,145,129,468,345,258,310,221,144,175,305,420,188,385,262
293,174,326,128,88,137,506,368,264,354,172,131,185,273,429,211,349,262
329,210,347,112,83,80,550,407,320,372,186,119,216,259,417,229,341,291
344,239,337,126,93,11,568,437,349,359,218,120,202,275,407,226,363,293
304,254,319,117,59,-26,518,495,332,364,166,133,159,264,402,221,364,266
300,260,322,83,34,-42,450,562,364,377,104,120,159,244,377,222,327,263
347,263,319,65,59,-81,427,589,425,382,110,76,191,245,328,228,307,253
337,250,306,51,68,-154,390,589,426,363,120,33,194,190,274,232,337,195
279,212,289,17,12,-214,303,607,389,319,92,-2,166,71,242,227,331,146
258,197,243,-7,-28,-256,263,636,364,286,60,-19,148,-17,253,231,249,134
264,218,180,3,-9,-310,317,617,354,261,52,0,136,-48,274,252,202,114
278,205,150,24,-9,-338,394,561,336,237,57,27,94,-38,278,273,241,91
287,151,148,34,-50,-306,463,534,288,222,65,44,50,7,300,281,264,105
269,137,144,53,-58,-278,529,503,253,214,85,52,48,50,342,254,247,140
260,162,142,81,-44,-279,572,437,265,222,103,55,48,61,363,211,245,161
263,175,159,76,-58,-272,584,421,266,246,89,71,36,51,355,230,234,157
226,169,192,38,-74,-272,574,458,245,235,71,73,58,15,328,283,196,120
203,151,249,6,-80,-283,562,456,256,220,82,50,80,-17,312,280,189,88
233,161,320,-17,-98,-258,573,440,254,258,107,76,54,7,333,261,187,133
230,233,334,-53,-112,-202,563,458,202,276,131,133,35,45,334,291,147,208
175,291,273,-91,-103,-197,505,447,171,212,137,127,42,27,283,298,135,188
144,276,231,-98,-79,-249,488,374,183,162,102,104,34,2,257,238,156,109
148,244,231,-60,-50,-254,507,304,182,181,84,116,44,24,252,184,146,98
152,213,198,12,-29,-210,450,278,165,188,127,95,77,39,197,173,147,115
118,165,136,91,-28,-222,351,265,155,140,154,61,52,16,140,156,167,82
50,149,88,143,-31,-279,319,251,141,112,110,68,-6,-1,127,140,140,54
24,173,65,132,-26,-283,343,259,118,139,81,57,0,0,115,177,118,59
81,184,98,70,-54,-239,397,271,114,172,115,33,23,3,130,216,157,66
157,196,162,17,-114,-210,473,252,142,205,126,59,-9,19,202,187,171,103
194,226,166,-2,-117,-220,507,230,156,244,100,83,-31,29,231,170,152,144
187,226,119,10,-70,-264,496,253,127,218,115,81,1,0,184,230,165,133
163,209,106,62,-67,-311,492,308,111,148,145,135,10,-23,166,269,175,128
140,216,118,121,-99,-329,477,338,115,150,126,203,-20,-19,200,226,151,138
105,203,144,126,-136,-333,446,338,82,183,117,196,-19,-71,208,198,131,78
83,164,240,80,-175,-372,462,367,53,164,161,189,0,-141,176,246,121,17
112,189,358,44,-152,-440,520,428,76,175,211,240,-6,-113,164,310,107,59
135,253,353,54,-105,-452,536,427,76,223,231,264,-16,-76,184,314,84,122
99,257,229,76,-148,-392,495,348,36,202,196,227,-16,-129,182,265,57,103
61,229,108,53,-195,-371,446,277,25,138,124,164,-19,-173,132,217,38,30
49,216,10,11,-156,-414,399,234,18,109,75,83,-24,-172,73,186,14,-38
26,189,-88,7,-136,-426,338,180,-2,62,31,43,-42,-202,32,167,-11,-96
5,155,-153,22,-159,-402,281,129,-6,-16,-26,78,-73,-250,-3,176,-5,-147
5,112,-187,41,-156,-406,234,118,-32,-69,-39,113,-90,-282,-40,203,-20,-157
13,52,-207,88,-136,-421,190,137,-80,-99,-11,138,-104,-307,-41,223,-87,-111
21,55,-160,119,-100,-407,176,145,-76,-111,12,211,-121,-301,4,231,-119,-69
10,111,-56,96,-66,-384,183,128,-77,-87,60,266,-118,-282,44,218,-104,-51
-22,77,-36,75,-92,-393,156,108,-151,-75,97,224,-134,-301,21,194,-125,-45
-45,-12,-154,85,-131,-441,109,80,-206,-119,52,146,-191,-343,-38,190,-171,-82
-82,-34,-289,108,-137,-469,82,26,-210,-188,-3,105,-212,-389,-78,182,-190,-150
-154,-52,-344,141,-152,-461,32,-2,-238,-242,-19,89,-189,-429,-108,142,-196,-189
-188,-108,-353,158,-164,-473,-65,24,-261,-256,-45,71,-190,-442,-149,103,-210,-210
-174,-105,-335,175,-160,-490,-139,68,-235,-224,-63,82,-204,-449,-160,92,-211,-228
-190,-72,-282,249,-188,-439,-157,108,-214,-197,-31,148,-218,-440,-130,113,-189,-207
-213,-93,-262,324,-220,-380,-157,126,-218,-217,3,187,-246,-404,-119,137,-196,-186
-216,-95,-326,304,-204,-398,-173,90,-217,-260,-3,147,-242,-421,-144,123,-245,-217
-230,-38,-376,211,-165,-422,-226,41,-213,-282,-38,100,-195,-489,-183,96,-246,-250
-213,-31,-365,105,-149,-388,-301,24,-216,-270,-78,60,-172,-493,-241,91,-211,-241
-156,-80,-388,26,-172,-377,-335,19,-228,-239,-110,-21,-183,-467,-294,80,-222,-243
-157,-87,-450,2,-187,-427,-332,13,-241,-242,-122,-87,-193,-496,-301,56,-238,-302
-208,-62,-464,-8,-146,-459,-350,-2,-244,-290,-128,-81,-185,-516,-289,33,-242,-360
-203,-70,-462,-12,-109,-441,-364,-21,-253,-317,-137,-41,-163,-497,-288,13,-288,-342
-168,-82,-467,29,-112,-438,-317,-8,-259,-309,-124,4,-157,-475,-286,42,-303,-290
-173,-68,-421,36,-106,-466,-249,12,-239,-333,-78,24,-174,-446,-297,109,-265,-274
-182,-78,-387,-32,-130,-473,-234,-5,-248,-372,-61,0,-188,-453,-297,95,-297,-261
-167,-126,-457,-71,-196,-457,-269,-35,-295,-379,-115,-33,-201,-507,-261,12,-365,-247
-167,-147,-574,-75,-205,-457,-305,-68,-304,-400,-179,-81,-209,-540,-275,-9,-362,-305
-190,-146,-675,-75,-195,-456,-313,-123,-315,-438,-207,-127,-202,-564,-342,18,-355,-389
-215,-172,-721,7,-240,-443,-317,-134,-383,-415,-212,-90,-216,-594,-346,21,-385,-398
-246,-175,-677,117,-223,-437,-358,-86,-406,-369,-191,-15,-247,-551,-324,16,-384,-361
-264,-130,-627,128,-131,-429,-397,-92,-361,-362,-165,-4,-235,-466,-361,12,-367,-336
-260,-131,-635,121,-107,-405,-388,-157,-363,-369,-167,-4,-218,-444,-377,-18,-368,-321
-277,-191,-600,146,-130,-363,-401,-171,-409,-378,-150,15,-229,-455,-348,-33,-352,-310
-294,-213,-513,116,-106,-299,-436,-188,-400,-388,-96,-19,-211,-440,-347,-31,-323,-282
-272,-190,-486,61,-61,-270,-379,-294,-355,-377,-75,-78,-171,-398,-349,-86,-323,-250
-276,-180,-516,56,-54,-295,-297,-382,-347,-376,-96,-97,-165,-346,-342,-175,-346,-267
-330,-189,-554,59,-98,-279,-337,-376,-377,-392,-129,-114,-174,-347,-376,-193,-363,-310
-358,-197,-579,56,-156,-209,-426,-357,-380,-386,-167,-145,-166,-398,-419,-165,-370,-334
-359,-202,-535,77,-154,-188,-446,-355,-341,-374,-160,-145,-158,-396,-417,-172,-371,-354
-394,-204,-444,106,-97,-205,-443,-341,-358,-363,-110,-105,-162,-347,-400,-178,-362,-349
-440,-224,-393,137,-55,-191,-462,-322,-450,-321,-105,-42,-181,-321,-401,-126,-341,-303
-447,-265,-354,167,-45,-155,-472,-301,-485,-289,-129,4,-199,-291,-395,-87,-327,-253
-440,-284,-310,186,-61,-101,-446,-295,-443,-291,-118,4,-180,-250,-357,-117,-324,-203
-463,-266,-313,214,-107,-56,-380,-305,-431,-281,-104,-11,-142,-233,-323,-150,-312,-172
-486,-256,-317,247,-128,-102,-298,-302,-427,-271,-92,-23,-140,-216,-329,-145,-299,-194
-456,-295,-281,260,-94,-174,-240,-307,-377,-301,-49,-44,-159,-176,-331,-149,-292,-212
-428,-364,-257,266,-77,-140,-223,-343,-342,-351,-40,-49,-154,-153,-312,-165,-275,-214
-477,-412,-243,260,-104,-70,-253,-374,-338,-394,-91,-49,-144,-159,-325,-172,-276,-245
-560,-415,-216,224,-110,-48,-332,-406,-350,-403,-118,-94,-157,-171,-373,-195,-326,-256
-591,-410,-196,215,-92,-12,-407,-449,-389,-373,-107,-112,-162,-176,-392,-231,-355,-243
-560,-407,-164,263,-85,30,-391,-450,-405,-336,-97,-28,-140,-162,-357,-236,-315,-250
-515,-366,-126,293,-66,48,-329,-405,-401,-308,-56,50,-133,-111,-309,-197,-288,-181
-495,-317,-128,273,-35,99,-351,-384,-443,-275,2,47,-161,-38,-309,-161,-304,-43
-481,-330,-123,231,-34,150,-402,-432,-470,-246,-3,17,-177,-2,-343,-195,-295,-21
-468,-358,-71,185,-34,146,-398,-493,-437,-221,-43,-9,-152,-22,-345,-258,-260,-87
-497,-354,-24,165,4,169,-417,-478,-416,-221,-32,-41,-113,-33,-325,-249,-231,-95
-536,-365,4,177,38,205,-433,-448,-391,-257,-11,-58,-96,-4,-317,-220,-186,-105
-520,-386,47,161,33,175,-375,-485,-343,-260,-29,-65,-108,15,-303,-254,-170,-153
-484,-379,88,136,27,186,-355,-502,-334,-210,-29,-65,-111,9,-278,-264,-192,-152
-474,-389,104,207,51,265,-369,-477,-327,-197,-4,-23,-58,13,-257,-228,-152,-140
-511,-419,87,337,58,273,-300,-495,-335,-203,-3,37,-8,29,-243,-240,-107,-149
-577,-437,65,405,15,258,-269,-505,-421,-186,10,53,-33,47,-242,-272,-169,-99
-590,-479,81,419,-8,316,-344,-481,-437,-221,58,32,-58,61,-246,-275,-234,-37
-562,-504,103,431,32,336,-347,-504,-343,-275,57,28,-17,61,-242,-283,-221,-56
-584,-468,101,426,71,264,-260,-535,-349,-225,-3,52,0,66,-243,-283,-209,-97
-602,-470,101,402,66,230,-235,-524,-419,-178,-41,71,-40,86,-240,-269,-209,-102
-564,-498,105,374,66,262,-288,-511,-389,-234,-33,75,-56,81,-224,-271,-200,-90
-536,-459,122,330,90,283,-332,-493,-354,-255,-13,80,-40,62,-213,-259,-196,-63
-512,-425,165,301,103,290,-291,-502,-361,-205,-5,101,-38,78,-190,-250,-160,-52
-499,-428,164,348,90,304,-196,-560,-344,-214,1,143,-40,108,-152,-278,-111,-80
-555,-417,136,425,78,326,-189,-559,-357,-263,21,188,-42,126,-140,-287,-132,-83
-588,-445,197,441,106,355,-259,-509,-376,-256,32,205,-53,155,-148,-259,-172,-41
-555,-475,273,407,156,356,-242,-519,-335,-224,15,194,-43,192,-158,-240,-147,-31
-566,-401,239,373,165,318,-185,-521,-324,-225,12,183,-20,196,-176,-223,-109,-49
-583,-329,189,329,137,321,-227,-475,-337,-238,14,168,-27,171,-165,-222,-121,-44
-521,-341,191,279,128,373,-276,-482,-270,-243,-22,144,-38,164,-132,-251,-156,-38
-469,-357,191,253,127,390,-240,-494,-217,-247,-46,128,-14,181,-139,-244,-176,-46
-484,-370,220,231,92,384,-200,-450,-282,-247,-6,134,-8,176,-143,-197,-166,-40
-525,-376,291,222,51,397,-174,-441,-356,-224,30,162,-51,177,-92,-200,-132,-19
-548,-337,324,264,62,374,-120,-448,-341,-190,27,207,-69,220,-57,-225,-93,9
-504,-337,340,311,128,308,-92,-381,-283,-175,35,233,-23,233,-59,-186,-67,49
-461,-382,378,309,169,264,-96,-319,-267,-172,61,221,3,193,-44,-135,-63,63
-536,-344,381,294,111,255,-70,-314,-304,-163,51,211,-34,192,-24,-151,-82,46
-603,-261,364,279,33,280,-57,-304,-292,-156,15,212,-53,214,-32,-176,-95,38
-532,-269,397,247,34,309,-102,-272,-204,-156,14,189,-23,180,-47,-140,-79,16
-464,-328,433,233,42,285,-131,-239,-158,-159,21,170,-25,135,-41,-110,-79,-28
-505,-329,434,252,-8,255,-116,-218,-182,-152,-7,194,-54,126,-21,-138,-113,-30
-549,-297,460,261,-28,289,-125,-230,-186,-144,0,205,-29,115,-17,-163,-129,-7
-528,-311,523,246,23,306,-166,-244,-166,-161,76,182,16,87,-18,-166,-126,-5
-490,-355,552,243,71,243,-178,-237,-178,-168,115,182,7,74,-6,-176,-113,18
-486,-360,534,272,65,193,-149,-238,-210,-119,88,201,-26,87,-22,-167,-66,45
-505,-329,518,296,28,221,-133,-235,-223,-76,91,189,-26,101,-52,-141,-44,32
-504,-301,528,271,9,248,-139,-213,-205,-88,128,158,5,83,-24,-159,-96,44
-492,-298,540,232,24,216,-142,-208,-186,-88,117,139,17,46,11,-185,-125,70
-495,-318,549,229,24,179,-133,-210,-192,-43,72,130,-17,42,-10,-155,-92,24
-487,-318,562,231,13,172,-111,-184,-185,-24,80,117,-34,69,-20,-124,-70,-8
-449,-276,538,206,56,154,-120,-151,-141,-47,118,89,4,73,0,-138,-66,37
-411,-250,477,173,89,131,-188,-120,-103,-68,109,51,16,49,-13,-139,-81,53
-404,-278,469,152,33,137,-219,-88,-110,-70,90,29,-23,40,-35,-117,-126,29
-413,-317,529,154,-16,139,-165,-85,-137,-48,117,21,-44,42,-5,-120,-131,49
-402,-332,574,165,8,112,-125,-111,-133,-15,130,22,-34,20,20,-122,-96,68
-379,-335,585,162,39,85,-132,-115,-97,-3,101,32,-23,0,-5,-94,-115,59
-399,-338,600,162,36,85,-160,-82,-89,-14,94,33,-21,2,-25,-75,-139,74
-434,-340,627,177,29,106,-191,-72,-106,-22,129,30,-36,0,-2,-89,-87,91
-401,-330,645,193,50,108,-165,-117,-91,-12,164,48,-36,-1,11,-97,-54,89
-328,-307,620,211,94,74,-120,-123,-59,18,174,61,0,5,11,-91,-94,111
-300,-282,568,206,103,59,-161,-36,-59,52,154,44,17,5,16,-74,-113,125
-305,-262,544,151,74,68,-204,36,-75,60,114,27,-7,11,0,-29,-97,94
-286,-248,534,97,73,57,-175,28,-59,45,81,28,-14,7,0,-9,-89,65
-258,-251,514,93,84,55,-169,-20,-13,21,75,15,6,-36,29,-50,-78,57
-272,-260,483,104,77,57,-203,-76,6,-14,78,-14,9,-73,-6,-75,-105,60
-293,-225,396,81,82,20,-247,-72,-20,-38,50,-32,-14,-82,-62,-57,-196,81
-223,-140,276,-4,67,0,-282,1,-20,-31,-4,-35,-31,-106,-31,-44,-221,65
-99,-62,220,-123,8,2,-223,10,46,-42,-27,-41,-28,-117,-10,-45,-130,-9
-40,-18,193,-200,-13,-37,-132,-54,95,-82,-17,-61,-30,-104,-41,-61,-106,-10
-34,16,124,-249,-8,-62,-166,-49,86,-100,-24,-104,-39,-150,-15,-80,-217,77
