"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
148,290,42,-144,297,-63,-136,661,291,33,7,5,291,45,-118,541,302,-397
161,377,-225,26,134,240,-226,734,211,59,16,51,344,52,-116,601,285,-459
566,171,-164,101,29,335,-92,731,536,21,19,96,291,201,-125,635,344,-488
629,-144,42,-29,132,116,31,653,599,-65,-36,0,257,258,-156,574,352,-524
350,10,-16,-36,150,-1,206,590,440,-48,-72,-11,341,166,-155,592,316,-535
311,320,-151,-20,96,113,231,499,539,-14,-84,19,546,86,-191,500,311,-564
502,241,-185,-102,141,183,-47,476,637,-57,-79,-44,565,151,-261,298,323,-583
533,63,-144,-88,174,192,-219,579,521,-51,-62,-42,358,252,-219,335,313,-515
403,56,18,-71,112,200,174,452,519,-14,-104,6,315,263,-75,436,291,-443
308,102,99,-168,11,137,537,247,622,-48,-157,-74,436,211,-42,327,292,-452
288,144,2,-220,-74,98,227,425,573,-45,-132,-180,427,150,-143,241,330,-486
358,75,37,-231,-52,130,-88,617,530,26,-106,-210,351,178,-170,248,357,-505
444,-46,107,-222,106,165,30,488,656,-6,-132,-233,390,298,-111,213,327,-489
390,50,-95,-119,218,244,23,379,739,-114,-154,-244,447,312,-121,227,277,-446
288,191,-250,-122,79,244,-121,407,639,-112,-174,-246,314,231,-173,237,260,-458
302,67,-89,-291,-173,51,83,391,496,-41,-178,-289,114,266,-167,139,286,-506
338,-18,33,-322,-196,-6,463,273,492,-15,-140,-306,257,308,-123,92,333,-481
349,143,3,-240,-70,211,469,181,656,4,-120,-285,610,196,-122,107,349,-439
375,109,65,-225,-121,344,-31,381,768,20,-140,-323,576,127,-189,57,307,-456
275,-148,126,-188,-209,211,-329,585,616,-13,-144,-391,241,207,-207,15,259,-463
106,-137,62,-212,-94,-44,216,253,398,-16,-138,-423,143,273,-89,3,244,-427
221,-36,22,-313,48,-155,659,-75,464,38,-142,-467,246,263,-11,-23,218,-403
445,-190,-5,-236,65,54,14,238,652,20,-130,-528,288,203,-109,-10,169,-409
275,-248,15,-184,-5,216,-498,474,514,-37,-90,-528,249,122,-185,0,149,-399
-35,-205,266,-352,-102,23,47,181,191,4,-37,-486,152,114,-109,-9,139,-337
49,-357,404,-331,-72,-74,330,75,214,51,0,-502,135,152,-48,20,85,-265
227,-288,77,-127,18,98,-54,206,435,4,9,-561,212,133,-77,1,29,-245
69,3,-190,-96,-149,179,-22,72,316,-17,12,-526,64,128,-64,-48,13,-235
-83,-137,6,-65,-345,244,71,65,61,7,30,-379,-174,161,6,41,-12,-180
-11,-333,222,-16,-45,304,-236,324,79,10,71,-299,57,128,48,111,-58,-127
2,-91,143,-165,326,82,-74,209,131,14,91,-348,421,67,48,6,-76,-135
-42,-38,34,-254,0,-92,344,-106,89,-35,46,-402,113,67,26,-62,-92,-179
-66,-215,114,-188,-471,8,299,-127,142,-135,32,-396,-412,96,59,-33,-123,-164
-153,-102,222,-169,-190,61,206,-62,128,-109,110,-332,-220,102,150,-17,-127,-84
-68,-71,107,-77,187,146,33,42,17,-35,136,-225,178,54,128,49,-136,-59
159,-210,-97,43,-134,251,-216,176,75,-74,68,-174,-60,-9,14,131,-180,-97
43,-96,-71,-38,-372,125,-33,84,101,-72,29,-220,-291,-27,17,105,-203,-90
-220,-121,144,-136,27,154,-177,77,-75,4,4,-267,38,-52,43,51,-202,-85
-128,-365,327,-180,193,258,-522,137,-33,-4,-22,-287,122,-57,-16,19,-186,-140
125,-233,352,-305,-176,-113,228,-206,287,-44,11,-316,-211,7,-15,-49,-145,-174
202,-47,91,-313,-269,-291,619,-352,345,-64,-2,-344,-155,-34,-2,-101,-168,-184
56,-123,-267,-176,4,74,-388,46,22,-89,-99,-344,60,-175,-72,-75,-248,-213
-81,0,-284,-143,3,78,-614,156,-82,-30,-101,-294,-127,-142,-84,-20,-223,-208
122,73,-62,-120,-179,-168,-3,26,289,11,-43,-243,-171,-70,-75,-6,-153,-188
278,-188,13,-49,-146,-88,-68,83,462,-75,-63,-270,111,-181,-97,-52,-196,-180
-35,-99,1,-108,-115,-86,74,-55,144,-72,-37,-276,88,-210,24,-87,-243,-108
-129,291,11,-190,-216,-167,447,-189,96,25,59,-198,-121,-93,160,-72,-207,-38
194,191,-62,-161,-217,-62,-42,15,392,-24,25,-231,-140,-123,71,-114,-227,-94
176,-171,-122,-182,-193,-78,-515,74,321,-94,-116,-410,-177,-240,-46,-248,-309,-168
40,-195,-96,-288,-195,-160,-334,-60,93,-3,-145,-482,-106,-266,-40,-335,-327,-149
221,-60,-93,-362,-39,-159,-78,-158,130,68,-79,-414,182,-279,-34,-305,-326,-120
124,-50,9,-403,3,-251,34,-268,109,14,-74,-370,73,-254,-50,-249,-376,-129
-157,-55,170,-426,-223,-295,-165,-166,4,-47,-91,-336,-359,-176,-64,-249,-405,-120
44,31,-11,-402,-187,-276,-358,-34,3,-35,-45,-261,-320,-204,-83,-249,-394,-97
234,99,-354,-324,64,-290,-216,-232,-59,24,-54,-255,-97,-275,-104,-196,-418,-119
0,67,-349,-278,-100,-194,-275,-341,-121,46,-151,-334,-316,-254,-152,-189,-443,-163
-38,50,-127,-362,-332,-237,-135,-337,-64,44,-143,-315,-433,-244,-141,-224,-382,-140
206,160,52,-448,-12,-391,454,-470,17,130,-30,-147,-43,-240,-34,-101,-280,-63
257,319,169,-432,309,-148,196,-269,165,217,-14,-54,185,-150,-55,110,-249,-71
163,280,107,-499,118,47,-523,22,196,127,-93,-178,-62,-149,-220,96,-330,-195
60,-38,-49,-603,-91,-179,-446,-234,-71,-54,-154,-352,-227,-323,-304,-97,-466,-316
-83,-245,-148,-500,-39,-183,-422,-438,-188,-135,-230,-422,-118,-426,-341,-196,-556,-373
-105,-96,-256,-433,-36,-77,-691,-285,16,-121,-327,-460,-117,-373,-386,-213,-555,-393
-46,-56,-236,-585,-97,-298,-488,-312,80,-111,-364,-529,-213,-369,-348,-265,-534,-407
-132,-296,-73,-603,-56,-303,-475,-406,-44,-118,-353,-589,-121,-461,-328,-331,-541,-440
-226,-294,-130,-441,-33,-48,-699,-417,-57,-123,-322,-589,7,-452,-363,-390,-521,-458
-163,-64,-328,-366,-84,-75,-468,-480,7,-166,-245,-518,-25,-333,-327,-422,-471,-428
-135,-118,-356,-333,-58,-222,-407,-397,8,-243,-222,-486,-62,-311,-302,-410,-481,-413
-291,-334,-266,-281,60,-315,-463,-391,-51,-239,-318,-564,-10,-387,-304,-407,-515,-418
-458,-316,-106,-226,89,-363,9,-640,-75,-160,-305,-568,57,-386,-174,-401,-451,-340
-420,-135,-45,-121,-33,-159,93,-575,-53,-173,-90,-405,64,-330,-63,-345,-357,-227
-241,-65,-241,-113,-105,-7,-494,-262,-114,-277,40,-310,-86,-305,-131,-347,-364,-192
-163,-228,-248,-221,-82,-156,-672,-228,-216,-272,0,-374,-253,-263,-163,-460,-366,-161
-203,-378,58,-204,-188,-148,-273,-343,-229,-122,5,-382,-191,-214,-47,-499,-254,-60
-228,-209,120,-147,-277,-70,299,-496,-278,10,83,-281,-63,-178,65,-368,-144,27
-234,-2,56,-202,-65,-225,468,-522,-340,45,131,-220,-100,-98,95,-240,-102,71
-232,-22,225,-222,102,-130,-186,-126,-210,55,141,-238,-172,-37,67,-198,-56,116
-142,34,153,-197,-54,187,-618,144,-94,95,105,-257,-209,-47,48,-132,-15,143
-3,162,-183,-212,-156,119,-239,-39,-187,101,66,-217,-272,-33,63,-74,-19,118
21,74,-58,-265,-74,-126,11,-139,-239,59,101,-149,-279,4,65,-118,-13,88
-5,-13,288,-388,-32,-182,135,-184,-201,75,135,-128,-271,33,94,-120,17,111
168,18,168,-472,24,-147,271,-280,-192,134,81,-139,-365,92,135,6,12,153
361,-1,-62,-440,88,-42,-176,-35,-132,98,22,-132,-351,74,62,48,-35,146
190,46,-4,-453,16,45,-503,178,-133,19,22,-129,-139,-56,-21,-44,-105,147
-2,99,33,-440,-86,78,-170,-32,-214,9,13,-118,-97,-99,52,-67,-180,194
143,-38,-51,-279,-232,131,-24,-161,-91,-8,-43,-82,-355,-51,141,-22,-220,194
60,-58,-44,-194,-416,-5,-29,-31,-40,-46,-88,-62,-515,-69,119,-17,-227,151
-371,69,92,-222,-292,-185,118,49,-330,-20,-66,-16,-336,-77,93,9,-239,175
-272,-31,124,-140,-43,-10,52,-34,-357,-14,-17,69,-164,-27,118,37,-238,224
249,-192,-138,-7,-175,145,-65,-198,-48,-61,-36,57,-357,-20,116,-32,-211,220
202,-258,-125,-55,-319,20,-98,-169,-108,-30,-75,-22,-561,4,73,-84,-189,201
-168,-365,504,-278,-154,-53,139,-115,-339,27,11,-8,-351,88,110,-33,-144,198
-113,-239,659,-347,-188,-92,801,-372,-183,-16,121,37,-185,91,237,5,-88,195
42,43,-15,-63,-367,-99,697,-339,-8,-64,56,23,-407,47,249,2,-112,193
-6,-106,-245,163,-256,135,-336,197,-133,-52,-34,25,-466,66,127,11,-161,173
-7,-451,58,64,-234,363,-619,345,-244,-81,-23,13,-268,30,79,14,-146,119
-94,-407,-14,55,-425,327,-189,54,-204,-146,-55,-54,-318,-55,112,28,-127,68
-290,-147,-196,231,-324,115,27,-16,-140,-143,-69,-49,-386,7,118,62,-104,61
-230,-71,-116,229,-178,-91,170,99,-101,-99,10,1,-231,111,85,34,-48,61
-115,-284,-47,184,-329,-92,81,148,-104,-79,-46,-33,-289,64,49,-17,-66,31
-156,-543,37,264,-300,-52,-79,87,-102,-58,-175,-62,-451,13,70,24,-126,19
-37,-502,108,217,-115,-82,22,77,-46,-58,-101,-7,-320,23,99,98,-81,37
87,-330,-8,159,-253,71,-66,175,-37,-98,15,29,-228,-23,69,109,-1,52
-92,-268,-96,282,-329,93,100,4,-160,-73,13,45,-320,-11,104,97,39,77
-204,-218,-29,257,-111,-188,434,-146,-274,-4,20,63,-326,87,156,71,64,86
-61,-313,77,107,-215,-109,-170,205,-183,-35,1,26,-410,40,51,27,33,45
36,-516,45,251,-516,53,-177,113,-62,-60,-65,5,-548,-36,4,52,9,43
-9,-424,-252,455,-335,-274,1056,-540,-260,17,-47,59,-357,48,113,101,68,88
-93,-276,-385,379,-101,-253,653,-283,-473,24,-3,76,-143,49,77,31,75,82
-53,-346,-121,327,-352,213,-776,438,-216,-26,-11,61,-308,-57,-47,-63,51,76
78,-221,-50,411,-415,89,-412,289,27,39,19,131,-424,16,-7,-33,137,137
28,10,-206,380,-9,-251,254,-24,-188,108,68,224,-256,139,60,24,205,195
-48,-31,-144,327,112,-98,-147,89,-256,84,57,217,-237,123,36,34,201,207
125,-63,-98,370,-55,80,-383,140,19,109,52,152,-399,137,0,44,265,179
217,-4,-131,354,113,68,-396,139,7,200,95,133,-313,202,0,35,355,161
52,-38,-46,330,371,-24,-155,30,-252,277,121,151,-64,230,63,-8,405,215
0,82,-102,361,262,-173,325,-183,-253,341,110,143,-103,282,95,-44,466,249
141,228,-57,298,49,19,-173,33,-42,343,147,162,-337,296,23,-54,473,203
212,57,317,269,88,337,-745,289,103,261,238,253,-256,227,9,-11,431,202
141,2,202,466,364,192,-170,64,53,227,238,293,125,208,86,30,458,239
68,211,-308,627,498,34,-2,-25,-102,282,171,247,220,228,84,-27,493,203
91,178,-194,557,221,123,-401,94,-78,291,183,236,-85,213,33,-123,469,161
152,72,107,437,56,56,-299,23,69,239,209,251,-174,188,2,-180,444,174
237,249,53,369,347,55,-350,89,100,295,214,299,135,184,1,-179,441,238
334,366,333,395,405,132,-76,193,172,459,302,495,277,276,117,-17,490,371
241,343,661,561,56,-38,922,-2,317,493,328,668,117,398,227,193,539,447
18,406,287,631,53,20,630,-8,220,364,192,565,87,315,128,164,439,376
58,376,-36,456,328,293,-579,214,28,289,156,380,155,129,-1,-26,280,338
230,221,124,327,241,74,-389,80,27,303,232,341,26,74,32,-126,244,406
85,110,161,380,55,-261,372,-233,-74,295,192,325,-125,59,109,-109,234,454
-134,-37,219,361,233,-218,230,-218,-306,278,172,265,-73,42,112,-54,167,480
9,-90,398,277,416,-142,-342,86,-213,271,281,255,-53,95,39,-63,140,509
132,101,130,369,236,-137,-643,200,-89,256,291,275,-290,99,-14,-138,144,502
-121,173,-207,501,55,-238,-267,-61,-393,266,196,277,-454,15,63,-137,105,501
-158,61,-97,461,217,-464,167,-127,-506,284,182,307,-218,-38,141,-92,63,523
187,57,-20,424,344,-308,-192,132,-212,256,227,377,-7,-46,118,-87,77,529
128,-41,-26,483,102,150,-496,93,-342,225,241,419,-232,-9,143,-51,135,528
-173,-193,113,465,-45,191,-368,-44,-629,234,204,401,-426,50,163,-54,178,492
47,35,12,379,237,-122,-455,87,-301,223,168,384,-217,53,80,-169,193,413
197,175,-146,370,391,-369,-172,-39,-148,183,167,393,-81,28,87,-225,220,374
-155,-176,66,420,110,-456,284,-249,-542,192,112,391,-302,42,137,-187,244,372
-85,-227,215,406,-23,-286,-146,9,-416,229,81,413,-394,68,41,-162,254,358
320,58,211,265,166,-59,-403,136,-38,231,211,451,-86,50,8,-132,295,358
97,-110,393,184,162,-130,178,-114,-350,262,235,418,105,-12,116,-113,311,356
-206,-247,350,343,5,-299,330,-134,-495,297,47,390,-82,-23,147,-138,233,349
127,56,-24,477,83,-271,-12,-4,-31,201,12,454,-153,-10,118,-158,142,384
343,24,-109,380,178,-190,-316,77,-84,111,115,497,-42,-131,95,-171,98,411
103,-107,11,307,129,-284,-473,172,-470,204,88,493,-157,-209,67,-155,77,429
105,174,-14,306,180,-494,135,-65,-274,266,85,496,-202,-65,136,-112,77,504
296,50,40,184,176,-462,628,-349,-121,133,133,427,12,-39,166,-148,43,518
166,-369,117,144,-12,-210,-185,-42,-360,29,48,341,-38,-218,27,-219,-42,451
48,-160,14,292,30,-275,-604,245,-313,91,27,389,-204,-220,17,-194,-45,501
229,-9,37,271,253,-561,157,17,-243,151,175,445,-41,-108,152,-134,29,596
276,-292,149,116,168,-517,398,-124,-435,101,212,372,51,-151,140,-115,35,545
115,-50,38,179,10,-318,128,-35,-249,71,138,323,-23,-198,105,-98,19,479
41,412,-104,306,159,-206,-77,63,20,134,132,369,61,-174,140,-88,54,475
-9,261,-226,310,265,-103,-428,165,-269,102,117,386,61,-174,101,-89,50,412
6,-81,-259,303,97,-229,27,-51,-391,-56,59,358,-22,-172,107,-67,8,350
166,-297,182,212,-33,-449,780,-311,-51,-64,45,334,94,-216,163,-53,3,357
122,-379,470,90,63,-332,52,47,-100,32,63,307,76,-263,77,-59,0,328
-13,-74,-61,174,311,-214,-647,347,-349,-13,80,307,-14,-162,16,-43,-5,281
191,203,-390,260,495,-289,19,4,-83,-32,52,329,251,-115,105,-12,28,292
299,74,-96,199,353,-230,241,-146,135,35,-26,332,310,-211,132,-12,44,281
74,-45,-83,176,107,-265,-145,85,-168,-70,0,360,-57,-197,64,-27,0,237
173,-85,-164,92,245,-450,105,46,-313,-179,121,387,103,-186,32,-1,-34,237
467,-138,9,-19,518,-304,366,-134,-85,-59,122,341,638,-322,63,66,-11,255
344,7,-92,85,330,-25,149,-97,-64,-9,86,331,430,-283,115,94,22,245
131,159,-235,161,5,-11,-54,26,-216,-67,115,385,-70,-94,83,47,20,222
74,193,-46,46,221,-104,-134,75,-162,7,53,369,132,-85,-4,15,11,193
-26,284,105,-18,627,-149,-147,67,-71,52,5,358,479,-132,-6,57,33,189
81,232,177,-46,525,-108,-172,102,-54,-47,131,415,353,-104,13,84,41,217
304,147,83,-34,272,-81,-36,86,27,-103,174,401,351,-134,-26,50,-14,219
197,264,-169,43,409,-197,432,-114,-13,-106,96,358,653,-143,-48,68,-64,195
111,146,58,-58,463,-172,606,-192,-165,-79,144,359,653,-44,-51,148,-33,193
237,-38,405,-141,192,30,300,19,-31,29,167,297,429,36,-76,153,24,185
218,261,89,71,210,73,7,234,225,92,57,265,488,57,-110,90,46,146
195,525,-179,158,421,114,-214,332,251,21,76,350,680,44,-156,84,65,114
110,538,67,5,275,224,-91,276,308,-86,161,337,694,35,-165,121,93,79
-248,696,187,-29,189,112,300,112,480,-151,71,205,655,95,-149,113,89,-10
-178,523,159,-69,426,-32,220,150,428,-95,-44,146,737,140,-191,77,65,-107
337,83,182,-183,368,2,32,330,282,56,-49,130,811,99,-225,49,64,-139
318,310,-25,-117,51,44,34,422,370,84,-76,107,642,110,-222,21,62,-159
36,636,-281,-15,44,24,-224,462,477,-68,-146,113,369,190,-262,10,20,-233
107,259,-192,-66,248,-117,33,237,369,-139,-186,63,439,170,-238,30,0,-297
107,66,-6,-120,351,-197,606,-55,374,-36,-238,-53,770,74,-154,14,33,-345
63,348,-80,-154,230,77,-40,243,658,-63,-317,-101,753,56,-243,-55,16,-445
171,232,-220,-151,-56,186,-510,524,729,-233,-363,-100,401,149,-356,-51,-42,-517
6,-76,-120,-21,-58,-139,468,144,467,-144,-384,-151,395,240,-247,25,5,-494
-106,16,12,-12,179,-114,467,155,473,62,-405,-219,720,192,-196,-28,76,-519
193,174,-89,-245,24,204,-659,675,705,-46,-384,-240,683,86,-325,-199,28,-605
201,284,-244,-277,-185,38,-190,462,634,-193,-294,-182,420,154,-260,-189,22,-577
52,491,-193,-55,162,-172,897,69,606,-86,-186,-39,583,337,-26,62,152,-449
440,321,135,-60,419,122,416,515,933,12,-144,35,840,415,0,216,241,-393
616,-138,444,-154,186,317,-148,778,1005,53,-207,-83,710,410,-86,99,242,-430
121,-23,288,-7,132,116,441,274,710,105,-243,-194,611,405,-35,-16,236,-454
-28,451,-28,16,273,52,637,96,644,64,-144,-152,647,373,4,34,209,-436
289,441,-53,-115,130,261,-108,470,776,46,-91,-169,479,332,-90,32,185,-450
230,215,-122,-18,3,291,-270,534,683,70,-174,-274,439,301,-126,-54,194,-499
-65,221,-218,49,160,0,448,288,439,-28,-179,-243,644,282,-34,3,161,-469
-37,105,41,-75,152,-95,518,327,414,-58,-131,-190,511,289,-12,113,81,-393
219,-102,155,-100,-151,227,-132,469,626,51,-202,-304,165,238,-74,83,31,-398
376,52,-226,-200,-200,344,-103,308,619,-4,-224,-388,211,134,-64,66,20,-418
242,307,-481,-387,107,67,198,230,305,-133,-149,-341,370,143,-32,122,4,-398
-5,289,-330,-307,107,-13,-36,385,280,-109,-207,-316,211,180,-53,103,-45,-421
37,300,-182,-248,-214,18,338,150,617,-110,-289,-311,154,86,-25,76,-84,-441
253,356,-267,-350,-153,-183,1156,-241,643,-164,-223,-262,376,42,40,119,-67,-379
249,55,-313,-232,60,-127,611,11,290,-116,-208,-207,258,115,28,152,-81,-335
96,-255,-63,-192,-114,228,-481,448,115,-75,-280,-174,-136,72,-37,184,-190,-371
27,-57,139,-493,-203,149,-302,312,240,-119,-266,-239,-51,-62,-105,176,-267,-429
62,162,-4,-612,-19,-177,307,-9,383,-148,-247,-379,260,-94,-138,73,-234,-472
141,0,-154,-480,-57,-180,190,-12,386,-206,-291,-382,124,-96,-122,34,-221,-479
124,-122,-193,-432,-176,-117,-131,109,213,-292,-282,-263,-119,-149,-117,72,-296,-451
-23,-82,-285,-363,-124,-78,-241,98,3,-253,-267,-236,-105,-179,-106,46,-362,-423
-73,-69,-296,-296,-146,100,-280,13,41,-196,-332,-248,-124,-208,-55,75,-393,-415
97,-8,-244,-447,-250,29,-126,-42,269,-295,-354,-222,-273,-247,-55,187,-449,-431
175,-5,-208,-640,-291,-212,114,-123,240,-354,-296,-266,-362,-226,-88,163,-504,-440
-98,-87,-94,-667,-221,-116,15,-193,-73,-259,-297,-317,-299,-255,-79,117,-530,-413
-329,-20,-78,-634,-56,-51,-288,-95,-206,-246,-341,-267,-169,-421,-107,205,-564,-390
-140,-42,-124,-677,-112,-240,-331,12,-26,-359,-319,-280,-188,-506,-172,195,-591,-418
-3,-267,27,-732,-365,-172,-125,-176,162,-444,-297,-395,-301,-453,-185,101,-599,-469
-264,-242,19,-671,-359,-55,74,-480,76,-492,-333,-409,-334,-502,-177,193,-639,-464
-442,-100,-243,-615,-276,-109,-108,-431,-270,-461,-329,-341,-418,-630,-180,304,-685,-381
-308,-205,-185,-693,-376,145,-701,-151,-389,-365,-282,-354,-487,-626,-192,221,-681,-314
-176,-261,66,-688,-263,327,-764,-184,-17,-368,-268,-404,-265,-564,-214,159,-656,-316
-238,-179,-7,-537,2,-18,-282,-351,100,-414,-237,-411,-58,-596,-213,218,-626,-312
-497,-166,-225,-507,-97,-122,-379,-277,-429,-395,-155,-417,-267,-654,-180,225,-593,-278
-625,-138,-202,-639,-341,139,-509,-391,-622,-410,-106,-467,-555,-623,-114,190,-563,-250
-346,-169,63,-743,-267,151,-133,-636,-97,-399,-134,-563,-502,-521,-48,185,-513,-231
-223,-206,176,-709,-46,169,-375,-410,107,-292,-170,-608,-309,-441,-86,174,-447,-248
-575,106,-81,-565,31,307,-713,-219,-235,-257,-96,-526,-239,-394,-145,184,-374,-259
-672,411,-173,-513,-8,228,-196,-450,-287,-262,57,-453,-191,-341,-89,195,-279,-207
-329,182,178,-610,-58,195,3,-476,-67,-158,98,-451,-85,-328,-47,125,-225,-197
-222,-109,333,-559,-94,310,-195,-381,-92,-79,26,-412,-22,-366,-75,103,-262,-250
-379,-2,52,-372,-168,382,-99,-457,-180,-109,-14,-398,-87,-364,-80,189,-304,-241
-369,150,-73,-437,-196,519,-419,-370,-95,-122,-40,-472,-231,-306,-106,177,-285,-222
-252,112,179,-669,-17,451,-657,-311,21,-108,-46,-494,-206,-261,-138,72,-247,-261
-260,46,329,-644,43,74,-99,-388,42,-130,16,-457,-49,-275,-105,60,-246,-251
-348,-11,134,-428,-271,38,105,-326,-55,-172,19,-444,-117,-313,-84,62,-288,-204
-352,-81,62,-368,-285,336,-72,-460,-64,-194,-52,-427,-141,-294,-55,9,-301,-220
-292,-47,205,-424,176,373,46,-680,138,-211,-41,-443,206,-287,4,-7,-299,-259
-316,69,9,-356,91,247,-88,-431,185,-281,-3,-495,271,-378,-50,-23,-370,-254
-351,58,-229,-249,-483,225,-320,-138,38,-344,-34,-432,-98,-407,-158,-52,-429,-209
-301,-109,132,-298,-445,183,-252,-83,81,-270,-45,-342,-128,-299,-145,-24,-378,-179
-340,-234,459,-368,-72,15,-166,-69,162,-169,-63,-413,65,-245,-79,-33,-337,-196
-411,-212,158,-289,-206,-188,275,-321,82,-214,-121,-501,-23,-300,-36,-80,-353,-191
-288,-132,-148,-223,-478,-173,671,-493,115,-311,-100,-497,-60,-335,-26,-52,-319,-168
-202,-147,-68,-306,-372,99,51,-151,234,-320,-74,-563,84,-299,-88,-70,-240,-240
-321,-258,78,-384,-140,267,-660,72,217,-276,-160,-668,103,-226,-168,-169,-167,-356
-346,-307,57,-337,-183,145,-420,-56,141,-235,-174,-667,15,-176,-182,-171,-97,-390
-285,-318,-41,-279,-501,-79,217,-162,85,-192,-110,-706,-67,-154,-141,-161,-48,-386
-402,-385,54,-279,-622,-166,580,-257,134,-155,-180,-811,-21,-123,-78,-241,-9,-379
-498,-309,193,-195,-372,-16,318,-150,281,-163,-214,-712,143,-107,-49,-208,47,-331
-393,-57,-35,-6,-231,195,-314,146,239,-170,-59,-501,29,-82,-56,-93,87,-301
-318,-46,-194,7,-314,242,-458,110,53,-86,-9,-508,-253,-2,-43,-121,104,-309
-319,-320,169,-181,-266,99,-127,-42,62,-24,-104,-586,-118,18,-51,-185,129,-270
-291,-397,318,-196,-58,-151,116,5,146,-118,-98,-497,180,-31,-98,-138,137,-235
-323,-177,-56,-41,135,-272,138,-55,59,-166,-81,-410,103,13,-96,-74,119,-278
-344,5,-129,-57,129,-72,-9,-62,-21,-17,-110,-375,-82,119,-49,-1,131,-270
-184,84,152,-143,-127,213,44,134,104,70,-24,-242,-19,126,-2,160,191,-154
-77,123,256,-140,-235,344,268,147,284,-46,53,-129,141,66,13,304,213,-97
-226,-14,340,-220,-70,323,36,105,230,-138,-20,-192,141,66,-67,254,145,-145
-333,-246,319,-273,-77,113,-118,93,-7,-98,-96,-332,-35,108,-146,84,59,-184
-265,-297,-50,-143,-207,-154,444,-216,-76,-104,-148,-428,-119,59,-96,22,-5,-210
-302,-271,-216,-88,-134,-178,542,-347,23,-221,-244,-436,-22,-61,-89,55,-84,-257
-401,-288,-154,-119,-118,5,-266,32,21,-305,-287,-393,-43,-114,-207,18,-158,-292
-332,-240,-333,-99,-289,132,-585,145,-14,-304,-256,-431,-167,-139,-247,-42,-219,-306
-352,-321,-269,-197,-349,8,-164,-102,-18,-332,-269,-521,-128,-207,-214,-57,-311,-320
-600,-581,1,-251,-373,-298,122,-126,-173,-411,-340,-507,-136,-228,-233,-77,-392,-313
-577,-650,-275,-46,-504,-388,292,-199,-294,-414,-382,-458,-352,-208,-184,-55,-410,-262
-216,-643,-485,26,-493,-192,431,-443,-141,-316,-363,-496,-450,-213,-54,20,-431,-187
-208,-759,-182,-73,-361,-100,119,-253,-143,-259,-320,-500,-371,-212,-25,13,-471,-110
-570,-638,-224,-16,-415,-60,-331,131,-518,-308,-233,-390,-365,-230,-54,-25,-451,-6
-555,-367,-408,-47,-539,84,-155,-35,-660,-320,-91,-305,-435,-244,17,17,-366,129
-179,-354,-127,-242,-494,80,410,-432,-396,-187,-21,-298,-544,-106,157,57,-269,256
-71,-397,-47,-189,-402,131,366,-364,-353,-62,-30,-259,-656,67,245,74,-185,373
-215,-336,-327,-10,-361,461,-194,-53,-702,-83,67,-171,-602,74,253,127,-132,492
-256,-293,-284,-50,-309,516,-181,-33,-921,-68,213,-108,-530,101,269,150,-65,588
-144,-195,96,-178,-253,389,219,-182,-750,129,258,-60,-661,297,362,176,89,688
48,-76,387,-223,-106,699,51,-171,-512,291,343,14,-688,417,455,287,275,802
111,2,351,-177,80,892,-122,-111,-561,288,486,74,-497,398,481,357,380,844
-25,86,186,-100,-61,594,311,-135,-714,331,463,66,-511,441,463,315,404,822
-17,75,173,-94,-342,542,473,-150,-637,425,338,10,-665,479,422,285,397,829
102,103,68,-132,-210,689,77,-131,-556,355,338,3,-619,390,381,273,354,849
38,196,-56,-167,-16,531,-117,-75,-717,241,397,90,-607,329,354,245,277,843
30,-35,142,-161,-203,419,104,-57,-799,270,342,161,-685,322,336,288,205,825
69,-229,217,-68,-269,418,520,-218,-656,243,241,159,-508,233,378,347,153,790
-199,97,96,-109,-102,232,748,-382,-607,68,249,173,-368,139,433,291,91,728
-333,216,181,-283,-208,228,436,-327,-663,-39,292,190,-582,94,372,245,-2,651
17,-139,-44,-176,-327,511,-47,-173,-586,-83,190,135,-592,1,247,307,-101,545
198,-258,-450,-32,-130,523,-171,-109,-509,-154,49,72,-298,-66,177,299,-169,434
-86,-262,-51,-318,-103,230,29,-203,-630,-155,40,26,-343,-61,158,199,-208,372
-295,-477,345,-468,-305,158,80,-229,-693,-178,20,-44,-511,-132,138,209,-247,312
-163,-512,-186,-144,-215,351,-275,-31,-531,-337,-75,-62,-294,-216,67,272,-281,214
47,-377,-487,-46,25,277,-234,-112,-451,-357,-61,6,-150,-129,6,229,-268,176
58,-316,-165,-254,42,-76,436,-471,-550,-188,10,51,-274,-47,52,199,-216,215
-52,-201,-268,-211,28,-83,269,-277,-571,-182,-33,54,-223,-151,65,246,-191,191
0,-141,-514,-109,42,164,-524,146,-510,-267,-63,76,-212,-182,-10,235,-157,134
201,-262,-129,-238,-117,104,-147,-29,-455,-112,29,109,-456,0,41,225,-31,194
270,-333,250,-265,-193,-2,555,-201,-409,114,95,122,-433,118,150,321,123,290
143,-266,56,-72,-7,111,288,58,-497,154,87,115,-165,107,117,391,223,300
94,-154,-139,41,49,136,286,55,-560,161,115,125,-151,206,100,372,329,327
309,-63,48,-16,-9,202,606,-86,-378,283,197,175,-169,350,165,366,463,404
406,93,135,-80,246,440,-8,193,-323,404,270,202,43,334,123,371,562,418
